id,price,category,subcat,# of bedrooms,# of bathrooms,build size,land size,subdivision,data furnished,latitude,longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5FAB4E05E844EPH,4813200,house,single-family-house,0,0,96,134,Kensington Village,,121.67738,13.78278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F323D27EC924PH,2235025,house,single-family-house,0,0,63,50,Kensington Village,,120.893418,14.387925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61EF59DC7E069PH,1234567,house,villas,5,5,1100,420,San Miguel Village,,121.025511,14.56596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60C30202588DCPH,5200000,house,single-family-house,0,5,250,250,San Miguel Village,,121.200892,13.85129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBB19484B9PH,2994000,house,single-family-house,0,0,64,91,San Miguel Village,,121.5609428,16.6858407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61F27092BEF16PH,3747160,house,single-family-house,0,0,84,128,San Miguel Village,,120.893418,14.387925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60CBFFE43D713PH,6871000,house,single-family-house,3,2,60,112,Camelle Sierra Metro East,38,121.193542,14.556935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBB140417BPH,4650000,house,single-family-house,0,0,65,99,,,121.0589825,14.8216954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C066AC715PH,2046471,house,villas,1,0,67,45,,,121.123722,14.551401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61C5C7099DC26PH,6557100,house,single-family-house,3,3,147,110,Amaresa Marilao,,121.0135834,14.7884969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBAEBE75B6PH,2665000,house,single-family-house,0,0,65,140,Amaresa Marilao,,121.13779,13.909645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5FAB4E0847E73PH,1824000,house,single-family-house,0,0,48,100,Amaresa Marilao,,122.542919,10.76306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE5B405B5PH,4200000,house,single-family-house,0,0,284,702,0,,120.948606,14.85179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5ECF732DA2CE3PH,5430000,house,single-family-house,3,2,62.4,110,Ashton Fields,,121.137475,14.16919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE22A1E84PH,5230702,house,single-family-house,3,2,403.57,176,0,,121.119726,14.57923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE496D07APH,3488520,house,single-family-house,3,2,185.6,274,0,,121.92553,14.33488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BDE6E4FC1PH,4778900,house,townhouse,1,2,173,0,0,,121.105875,14.649665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE69D2181PH,5719800,house,single-family-house,1,2,242,240,0,,120.942642,14.798345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO622974F9D5566PH,3202000,house,single-family-house,1,2,443,970,0,,120.624997,14.97208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61431C43A13C9PH,1648840,house,single-family-house,0,2,41.9,66,Camella Homes Lipa,,121.15501,13.958525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO625CB8E6BB713PH,1935600,house,townhouse,3,1,40,40,Lancaster New City - Redfern Village,39,120.8971,14.36282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6282044708E38PH,2236200,house,single-family-house,0,1,78,60,Lancaster New City - Redfern Village,39,121.590439,13.958365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F8827436EE40PH,2171400,house,single-family-house,0,1,66,110,Lancaster New City - Redfern Village,39,122.499618,10.74555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60CBFE1AE1B51PH,5772000,house,single-family-house,3,2,66,91,Camelle Sierra Metro East,39,121.193542,14.556935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61F2709B51742PH,5150850,house,single-family-house,0,2,151,161,Camelle Sierra Metro East,39,120.986405,14.282791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5EFAE3426C67DPH,9800000,house,single-family-house,4,3,150,120,Kingspoint Subdivision,39,121.032463,14.696551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C094A30E0PH,4985120,house,single-family-house,4,3,271.2,224,0,39,121.564527,13.962775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C32BDC85APH,2247600,house,single-family-house,4,3,122,80,0,39,121.381268,14.6336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624C1885C4FBDPH,7157000,house,single-family-house,0,0,84,208,0,,120.985214,14.438526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE0586C10PH,6202000,house,single-family-house,0,0,227.75,146,0,,121.89314,14.260047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE80CFAC3PH,3860400,house,single-family-house,0,0,233.21,600,0,,120.862832,13.940966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61B7264281F6APH,2105400,house,single-family-house,0,0,58,47.85,0,,121.0769537,14.7471848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624C1882E83CBPH,4480000,house,townhouse,0,0,80,151,0,,121.0393379,14.2857792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F5B036DBD6EDPH,2346000,house,single-family-house,0,0,72,133,Betzaida Village,,121.104518,13.764085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61A10B8D1FE8EPH,40000,house,single-family-house,5,3,110,100,Glenbrook at Lancaster New City,,120.887159,14.3678168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624E6F3FA7EC4PH,2635000,house,single-family-house,2,1,48.85,46,Las Palmas Phase 8,,120.9768733,14.8368044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBB1389B2EPH,3564000,house,single-family-house,0,0,200.76,140,Las Palmas Phase 8,,120.7973062,14.8743986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61B5F865CF26BPH,5314593.35,house,single-family-house,3,2,95,135,,,120.4922119,14.816594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO607E87549692CPH,5706000,house,single-family-house,4,3,83,99,Camella Calamba,,121.113605,14.191945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBADE2D895PH,9437908,house,single-family-house,0,0,197,88,Camella Calamba,,121.101245,14.583952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5ED0E67AA3235PH,1700000,house,single-family-house,2,1,37.3,70,Meridian Place,,120.882061,14.319365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C0E6881D3PH,1264000,house,townhouse,1,1,40,48,Meridian Place,,120.627325,15.486125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C286A1C16PH,1718200,house,single-family-house,1,1,58,60,0,,121.630938,13.967566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE7E974B1PH,3885000,house,single-family-house,1,1,196,337,0,,120.571734,14.62625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C2C9B8E3BPH,3870600,house,villas,1,1,123,57,0,,120.969795,14.464621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60DEB65B81479PH,6341200,house,single-family-house,3,1,113,210,Princeton Heights,,120.96438,14.42957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBB1ED86E6PH,5240000,house,single-family-house,0,0,141,336,Princeton Heights,,125.170626,6.13725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6124C0D0EB0CAPH,1260000,house,single-family-house,1,0,42,54,Camella Trece,,120.8443843,14.540867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C0CDE237BPH,4622200,house,single-family-house,1,0,136,163,0,,121.78097,13.752725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62820447B17CDPH,1752000,house,single-family-house,0,0,48,66,0,,121.0868071,14.8219834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO615A999440D79PH,3381088,house,single-family-house,2,1,40,99,Phirst Park Homes Calamba,,121.113605,14.191945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE0EB1525PH,1743300,house,single-family-house,2,1,86.8,70,0,,121.114909,14.285095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO608A533DC5FACPH,2128420,house,single-family-house,2,1,53,80,0,,121.564527,13.962775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO615A9C5D88F08PH,2028308,house,single-family-house,2,1,40,44,Phirst Park Homes Calamba,,121.113605,14.191945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61F27092A026DPH,2926400,house,single-family-house,0,1,83,80,Phirst Park Homes Calamba,,120.614202,15.114835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6194B6881B195PH,5969000,house,single-family-house,4,3,83,99,Camella Monticello,,121.0612785,14.8450503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO610D0A23D3DBDPH,1844000,house,single-family-house,4,3,46,77,Camella Monticello,,120.627325,15.486125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C17ED08D8PH,1674300,house,single-family-house,4,3,22,0,0,,121.087967,14.613073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBAD8EECEEPH,7636892,house,townhouse,0,0,171,72,0,,121.04211,14.469863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C0958E4D4PH,1248800,house,single-family-house,0,0,50,1561,0,,120.58973,15.474975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C1243CE34PH,2745648,house,single-family-house,0,0,53,106,0,,121.39213,14.294051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5ED0A6C5405E9PH,1250000,house,single-family-house,1,1,27.21,57,Meridian Place,,120.882061,14.319365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5C76161C5A945PH,100000000,house,single-family-house,4,4,481.5,890,San Miguel Village,,121.025511,14.56596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61E5F108D4ACEPH,12000000,house,townhouse,4,4,119,170,San Miguel Village,38,121.078654,14.559501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5ECF269F86CCCPH,1617600,house,single-family-house,1,1,29.16,70,Valle Dulce,,121.102259,14.170933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBAE8B4974PH,3159000,house,townhouse,0,0,125,54,Valle Dulce,,121.04835,14.733322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BDF4B616DPH,3207200,house,single-family-house,0,0,164,88,0,,120.93635,14.357185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA6052B747558E6PH,12663600,house,single-family-house,,,380,10001,,,121.369179,13.81367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F4F86A6EF813PH,2954000,house,single-family-house,,,170,130,,,121.123722,14.551401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6268E08C64EF7PH,1695000,house,single-family-house,0,0,50,120,,,120.588449,14.57347,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,
HO61DBB0851CDA6PH,605320000,house,single-family-house,5,5,1000,1636,,,121.024909,14.539577,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Dasmarinas Village,, ,data_furnished,: ,39,
HO61F27093663B5PH,1357500,house,single-family-house,0,5,45,60,,,121.630938,13.967566,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Dasmarinas Village,, ,data_furnished,: ,39,
HO5E69C4B40CAF5PH,345400,house,single-family-house,0,5,64,334,,,120.456518,15.601186,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,39,
HO60A46AC20E0D6PH,3328600,house,single-family-house,0,5,80,120,,,121.160152,13.924975,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,39,
HO626116F421E34PH,1800000,house,townhouse,2,1,60,40.25,,,121.0176813,14.7514674,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Neovista Subdivision,, ,data_furnished,: ,39,
HO5E69C03D45F1EPH,3296130,house,single-family-house,2,1,52,123,,,121.39213,14.294051,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,39,
HO6268DEEB3002BPH,2498000,house,single-family-house,2,1,76,72,,,120.647222,15.160285,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,39,
HO5E69C0344A0A0PH,3918400,house,single-family-house,2,1,120.92,150,,,121.160152,13.924975,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,39,
HO60DEA7CF0DBBBPH,4646300,house,single-family-house,3,2,62.2,100,,,120.595796,15.52097,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Somerset Lane,, ,data_furnished,: ,,
HO61D53C4B93B4EPH,19800000,house,single-family-house,3,4,295,204,,,121.0245799,14.4521766,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,BF Homes Parañaque,, ,data_furnished,: ,,
HO606D2A416385EPH,6055000,house,single-family-house,3,2,104,155,,,121.180373,14.580645,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Sunrise Alexa Subdivision,, ,data_furnished,: ,,
HO5ED0E679AA427PH,1813248.36,house,single-family-house,2,1,34,84,,,122.130196,6.943652,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Futura Homes Zamboanga,, ,data_furnished,: ,,
HO5E69C2B45ABF4PH,1346600,house,single-family-house,2,1,81,100,,,122.95378,10.64256,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,,
HO6212E9D320FD1PH,24750000,house,single-family-house,3,2,200,369,,,121.025633,14.499387,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Merville Subdivision,, ,data_furnished,: ,,
HO61B72639C3FB0PH,1400000,house,single-family-house,0,2,40,54,,,120.995348,15.47877,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Merville Subdivision,, ,data_furnished,: ,,
HO609E2C4A7A8E9PH,8845200,house,single-family-house,0,2,414,192,,,121.0555577,14.3336384,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Merville Subdivision,, ,data_furnished,: ,,
HO5F4F86A81B3BFPH,6528960,house,single-family-house,0,2,118.16,388,,,121.18331,14.686346,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Merville Subdivision,, ,data_furnished,: ,,
HO60A46AC223139PH,5437800,house,single-family-house,0,2,91,153,,,121.195159,14.576725,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Merville Subdivision,, ,data_furnished,: ,,
HO606D26C76FEA2PH,5665000,house,single-family-house,3,2,89,164,,,121.180373,14.580645,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Sunrise Alexa Subdivision,, ,data_furnished,: ,,
HO5E69BE0A1AFE1PH,2318700,house,single-family-house,3,2,273,400,,,121.8288,14.34715,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,,
HO62552D8653585PH,2023400,house,single-family-house,3,2,60.03,45,,,121.0769537,14.7471848,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,,
HO606D235CAA75APH,4000000,house,townhouse,2,2,86,60,,,121.180373,14.580645,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Sunrise Alexa Subdivision,, ,data_furnished,: ,,
HO61A0A7DC61B8CPH,4000000,house,townhouse,2,2,0,85,,,121.0393379,14.2857792,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Canyon Ranch,, ,data_furnished,: ,,
HO5F3CD963DA8C2PH,619300000,house,single-family-house,4,5,650,1441,,,121.0303116,14.5373798,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Dasmariñas Village,, ,data_furnished,: ,,
HO5E69C3C533881PH,2557800,house,single-family-house,4,5,28,0,,,125.598898,7.5024,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,,
HO6237E1B0B67A8PH,22000000,house,single-family-house,7,6,300,157,,,121.06934,14.565391,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,0,, ,data_furnished,: ,39,
HO5FD9AB466C81DPH,1300000,house,single-family-house,1,1,22,0,,,120.60564,15.214685,,,,,,,,, ,,,,,, ,,,,,,,,,, ,subdiv,: ,Cheerful Homes,, ,data_furnished,: ,,
HO5FD9AB466C81DPH,1300000,house,single-family-house,1,1,22,0,Cheerful Homes,,120.60564,15.214685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60A45F87DCA57PH,28000000,house,single-family-house,10,8,500,724,Cheerful Homes,,121.0046692,14.5388534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5EF082BD31708PH,40000000,house,single-family-house,4,4,400,300,Casa Milan,39,121.06821,14.702178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBAE64F0BAPH,6224000,house,townhouse,0,0,160,54,Casa Milan,,121.014874,14.643229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C1ADD2FF2PH,2269700,house,single-family-house,0,0,149,105,0,,121.104849,14.322645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C3C5CB7FEPH,3149900,house,single-family-house,0,0,48.46,0,0,,125.586086,7.73345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBB130F8C5PH,2696000,house,townhouse,0,0,96.3,45,0,,121.123722,14.551401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6232ECCA7D725PH,2468189,house,single-family-house,3,0,62.4,104,Filinvest Homes Butuan,,125.5711844,8.9549809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBB16164A6PH,2617000,house,single-family-house,0,0,195,144,Filinvest Homes Butuan,,120.9560077,14.7540145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6075758FF3CDCPH,2451700,house,single-family-house,0,0,119,75,Filinvest Homes Butuan,,121.19037,14.794484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBAE4B1502PH,16970000,house,townhouse,0,0,223,78,Filinvest Homes Butuan,,121.0389312,14.5939458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6268DEE897EB4PH,3534000,house,single-family-house,0,0,102,77,Filinvest Homes Butuan,,121.049276,14.695099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BDF411035PH,3432800,house,single-family-house,0,0,201.9,101,0,,120.9746966,14.421726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO619EF05919C00PH,6094356,house,single-family-house,3,3,124.98,150,Canyon Ranch,39,121.0393379,14.2857792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61B191C9558A8PH,4394062,house,single-family-house,3,1,95,120,Canyon Ranch,,120.4776094,14.8190047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61AAF2DF4E7C5PH,4990000,house,townhouse,2,2,95,56,Veraville Regency,,120.9957576,14.4675605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F6C4C7C8F2C1PH,1152720,house,single-family-house,2,2,34.08,60,Veraville Regency,,121.10854,14.32487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5FA9411D6B5A3PH,31000000,house,single-family-house,5,5,458,312,BF Homes Parañaque,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BED3569C1PH,3046810,house,single-family-house,5,5,142.5,188,0,,121.169321,14.190465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62259CD949C8FPH,7900000,house,single-family-house,4,3,97,110,Camella Carson,,120.9777822,14.3981207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO424HO80UBBINTRESPH,4872450,house,single-family-house,3,2,99,89,Amaresa 2,,121.0274788,14.8104242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60E2859FCFBE9PH,11200000,house,single-family-house,3,2,83,140,Amarilyo Crest,,121.157888,14.56058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F96DEA2961DFPH,42000000,house,single-family-house,4,5,470,787,Wedgewood Subdivision at Ayala Westgrove Heights,,121.0398488,14.23872682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE2A4D5B4PH,1516200,house,single-family-house,4,5,152,190,0,,120.591719,15.45749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE823D39DPH,2117500,house,single-family-house,4,5,164.57,160,0,,121.0654734,13.7363826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BDF091FDCPH,3171200,house,single-family-house,4,5,144,105,0,,120.904699,14.888815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69BE080FF9CPH,2798730,house,single-family-house,4,5,179.7,120,0,,121.55906,14.351765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624C187E0F376PH,3391831,house,single-family-house,0,0,241.13,288,0,,120.9275011,14.1739905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBB111FEA9PH,3400000,house,single-family-house,0,0,85,60,0,,121.148117,14.573461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO623DE43D3A6FEPH,15000000,house,single-family-house,3,3,164,136,Acacia Place,40,123.8806862,10.3136942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5FD9A289A5632PH,1100000,house,single-family-house,1,1,22,0,Cheerful Homes,,120.60564,15.214685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBB14086CBPH,3220000,house,single-family-house,0,0,175,221,Cheerful Homes,,121.232385,14.758831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61CD67F3B6AB0PH,4200000,house,single-family-house,2,1,50,113,Avida Residences Santa Catalina,,120.987297,14.342521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO628204452829FPH,1081000,house,single-family-house,0,1,31,78,Avida Residences Santa Catalina,,121.0433415,14.3669314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C417941D2PH,2500000,house,single-family-house,0,1,166,120,0,,122.98856,10.628431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C054EDC59PH,2740350,house,townhouse,1,1,103,66,0,,121.114909,14.285095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C1CF9B406PH,4250000,house,single-family-house,1,1,144.64,150,0,,120.707505,15.9633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C1AE3BA9BPH,3420000,house,single-family-house,1,1,110.5,121,Camella Cabanatuan,,120.9792,15.476805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO603C7E8866B87PH,2995000,house,single-family-house,2,1,46,60,Camella Lessandra Calamba,,121.113605,14.191945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624CEC633E98FPH,4120128,house,single-family-house,3,1,50,173,Hampton Orchards,,120.601763,15.104788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61E4C26E44D66PH,34000000,house,single-family-house,4,5,380,286,BF Homes Parañaque,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C07A77CA9PH,2636000,house,single-family-house,4,5,77,137,0,,120.481289,15.979055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60362E5A761CAPH,3726000,house,single-family-house,4,5,129,105,0,,121.630938,13.967566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F5B036B297EFPH,4763300,house,single-family-house,4,5,225,1382,0,,120.501429,17.386245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60E711EB5332FPH,6000000,house,single-family-house,3,2,170,140,Sierra Hills ,,120.254127,14.871715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E69C32A9DD67PH,4310078,house,single-family-house,3,2,184.46,150,0,,121.308581,14.70145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5FAB4E06770BDPH,2272800,house,villas,3,2,71,72,0,,120.955093,13.885835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61A8549D3AE0DPH,6600000,house,townhouse,3,2,140,70,TS Cruz Subdivision,40,121.04835,14.733322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6194936F537BBPH,29000000,house,single-family-house,6,5,500,321,BF Homes Parañaque,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6274E5B9B51E3PH,2454545,house,townhouse,3,2,55.6,52,Neuville Townhomes,,120.853749,14.37246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO606AE91DAED44PH,18000000,house,single-family-house,4,4,237,240,Neuville Townhomes,,121.04641,14.408534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FCBB8EBF4BPH,18000000,house,single-family-house,3,3,305,130,The Parkplace Village,,120.934575,14.3911253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5FF69FA0BAFFAPH,90000000,house,single-family-house,5,5,1200,600,The Parkplace Village,,123.91229,10.345495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61E66A8A119D8PH,29500000,house,single-family-house,4,4,330,280,BF Homes ,39,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624C187EC7D57PH,2244250,house,single-family-house,0,0,115,126,BF Homes ,,120.9589927,14.4143526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624FBAE85CF6FPH,2677000,house,single-family-house,0,0,163,180,BF Homes ,,120.963252,14.70261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6290334A17F7DPH,65000000,house,single-family-house,6,4,600,422,Robinsons Circle ,38,121.072573,14.582943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
